repo	file	url	container_hint	grain_hint	notes
openelections-sources-mi	2024 Oscoda County, MI precinct-level results.pdf	https://raw.githubusercontent.com/openelections/openelections-sources-mi/master/2024/general/2024%20Oscoda%20County%2C%20MI%20precinct-level%20results.pdf	pdf?	precinct	vendor-normalized
openelections-sources-mi	2024 Ottawa County, MI precinct-level results.pdf	https://raw.githubusercontent.com/openelections/openelections-sources-mi/master/2024/general/2024%20Ottawa%20County%2C%20MI%20precinct-level%20results.pdf	pdf?	precinct	vendor-normalized
openelections-sources-mi	2024 Van Buren County, MI precinct-level results.xlsx	https://raw.githubusercontent.com/openelections/openelections-sources-mi/master/2024/general/2024%20Van%20Buren%20County%2C%20MI%20precinct-level%20results.xlsx	xlsx	precinct	vendor-normalized
openelections-sources-mi	2024 Wexford County, MI precinct-level results.pdf	https://raw.githubusercontent.com/openelections/openelections-sources-mi/master/2024/general/2024%20Wexford%20County%2C%20MI%20precinct-level%20results.pdf	pdf?	precinct	vendor-normalized
openelections-sources-mi	Alcona MI RESULTS-SPREADSHEET-FINAL-November-2024.pdf	https://raw.githubusercontent.com/openelections/openelections-sources-mi/master/2024/general/Alcona%20MI%20RESULTS-SPREADSHEET-FINAL-November-2024.pdf	pdf?	?	county-original
openelections-sources-mi	Alger MI November 5, 2024 Statement of Votes Cast (official).pdf	https://raw.githubusercontent.com/openelections/openelections-sources-mi/master/2024/general/Alger%20MI%20November%205%2C%202024%20Statement%20of%20Votes%20Cast%20%28official%29.pdf	pdf?	?	sovc,county-original
openelections-sources-mi	Allegan MI County Official Statement of Votes.pdf	https://raw.githubusercontent.com/openelections/openelections-sources-mi/master/2024/general/Allegan%20MI%20County%20Official%20Statement%20of%20Votes.pdf	pdf?	?	sovc,county-original
openelections-sources-mi	Allegan MI Official Federal State and Judicial Votes.pdf	https://raw.githubusercontent.com/openelections/openelections-sources-mi/master/2024/general/Allegan%20MI%20Official%20Federal%20State%20and%20Judicial%20Votes.pdf	pdf?	?	county-original
openelections-sources-mi	Alllegan MI Official County Races.pdf	https://raw.githubusercontent.com/openelections/openelections-sources-mi/master/2024/general/Alllegan%20MI%20Official%20County%20Races.pdf	pdf?	?	county-original
openelections-sources-mi	Alpena MI 2024 November General Results.pdf	https://raw.githubusercontent.com/openelections/openelections-sources-mi/master/2024/general/Alpena%20MI%202024%20November%20General%20Results.pdf	pdf?	?	county-original
openelections-sources-mi	Antrim MI SOVC Official Election Results.pdf	https://raw.githubusercontent.com/openelections/openelections-sources-mi/master/2024/general/Antrim%20MI%20SOVC%20Official%20Election%20Results.pdf	pdf?	?	sovc,county-original
openelections-sources-mi	Arenac MI Official 2024 Nov Gen Elec Cards Cast Report.pdf	https://raw.githubusercontent.com/openelections/openelections-sources-mi/master/2024/general/Arenac%20MI%20Official%202024%20Nov%20Gen%20Elec%20Cards%20Cast%20Report.pdf	pdf?	?	county-original
openelections-sources-mi	Baraga MI OFFICIAL-General-Election-11.05.2024-Statement-Of-Votes-Cast.pdf	https://raw.githubusercontent.com/openelections/openelections-sources-mi/master/2024/general/Baraga%20MI%20OFFICIAL-General-Election-11.05.2024-Statement-Of-Votes-Cast.pdf	pdf?	?	county-original
openelections-sources-mi	Barry MI SOVC OFFICIAL RESULTS.pdf	https://raw.githubusercontent.com/openelections/openelections-sources-mi/master/2024/general/Barry%20MI%20SOVC%20OFFICIAL%20RESULTS.pdf	pdf?	?	sovc,county-original
openelections-sources-mi	Bay MI Precinct Official.pdf	https://raw.githubusercontent.com/openelections/openelections-sources-mi/master/2024/general/Bay%20MI%20Precinct%20Official.pdf	pdf?	precinct	county-original
openelections-sources-mi	Benzie 11.5.2024 Results.pdf	https://raw.githubusercontent.com/openelections/openelections-sources-mi/master/2024/general/Benzie%2011.5.2024%20Results.pdf	pdf?	?	county-original
openelections-sources-mi	Benzie Nov 5 2024 Statement of Votes.pdf	https://raw.githubusercontent.com/openelections/openelections-sources-mi/master/2024/general/Benzie%20Nov%205%202024%20Statement%20of%20Votes.pdf	pdf?	?	sovc,county-original
openelections-sources-mi	Branch MI Results-per-Precinct-2.pdf	https://raw.githubusercontent.com/openelections/openelections-sources-mi/master/2024/general/Branch%20MI%20Results-per-Precinct-2.pdf	pdf?	precinct	county-original
openelections-sources-mi	Calhoun MI 2024 SOVFULL.PDF	https://raw.githubusercontent.com/openelections/openelections-sources-mi/master/2024/general/Calhoun%20MI%202024%20SOVFULL.PDF	pdf?	?	county-original
openelections-sources-mi	Charlevoix MI Statement of Votes Cast Nov 24.pdf	https://raw.githubusercontent.com/openelections/openelections-sources-mi/master/2024/general/Charlevoix%20MI%20Statement%20of%20Votes%20Cast%20Nov%2024.pdf	pdf?	?	sovc,county-original
openelections-sources-mi	Clinton MI Official Precinct Results.pdf	https://raw.githubusercontent.com/openelections/openelections-sources-mi/master/2024/general/Clinton%20MI%20Official%20Precinct%20Results.pdf	pdf?	precinct	county-original
openelections-sources-mi	Crawford MI StatementOfVotesCastRPT-11.5-OFFICAL-1.docx	https://raw.githubusercontent.com/openelections/openelections-sources-mi/master/2024/general/Crawford%20MI%20StatementOfVotesCastRPT-11.5-OFFICAL-1.docx	docx	?	county-original
openelections-sources-mi	Emmet MI 24Nov-official-precinct.pdf	https://raw.githubusercontent.com/openelections/openelections-sources-mi/master/2024/general/Emmet%20MI%2024Nov-official-precinct.pdf	pdf?	precinct	county-original
openelections-sources-mi	Genesee MI Official Canvass Report-11-19-2024 12-54-51 PM.pdf	https://raw.githubusercontent.com/openelections/openelections-sources-mi/master/2024/general/Genesee%20MI%20Official%20Canvass%20Report-11-19-2024%2012-54-51%20PM.pdf	pdf?	?	canvass,county-original
openelections-sources-mi	Gogebic MI Official Statement of Votes Cast with Certification 11.5.2024.pdf	https://raw.githubusercontent.com/openelections/openelections-sources-mi/master/2024/general/Gogebic%20MI%20Official%20Statement%20of%20Votes%20Cast%20with%20Certification%2011.5.2024.pdf	pdf?	?	sovc,county-original
openelections-sources-mi	Gogebic MI Official Statement of Votes Cast with Certification 11.5.2024.xlsx	https://raw.githubusercontent.com/openelections/openelections-sources-mi/master/2024/general/Gogebic%20MI%20Official%20Statement%20of%20Votes%20Cast%20with%20Certification%2011.5.2024.xlsx	xlsx	?	sovc,county-original
openelections-sources-mi	Hillsdale MI Official_Precinct_Results-11-13-2024_01-52-23_PM.pdf	https://raw.githubusercontent.com/openelections/openelections-sources-mi/master/2024/general/Hillsdale%20MI%20Official_Precinct_Results-11-13-2024_01-52-23_PM.pdf	pdf?	precinct	county-original
openelections-sources-mi	Houghton MI 11.5.24 SOVC RESULTS.pdf	https://raw.githubusercontent.com/openelections/openelections-sources-mi/master/2024/general/Houghton%20MI%2011.5.24%20SOVC%20RESULTS.pdf	pdf?	?	sovc,county-original
openelections-sources-mi	Huron MI Official Results Per Precinct.pdf	https://raw.githubusercontent.com/openelections/openelections-sources-mi/master/2024/general/Huron%20MI%20Official%20Results%20Per%20Precinct.pdf	pdf?	precinct	county-original
openelections-sources-mi	Jackson MI Precinct Results.pdf	https://raw.githubusercontent.com/openelections/openelections-sources-mi/master/2024/general/Jackson%20MI%20Precinct%20Results.pdf	pdf?	precinct	county-original
openelections-sources-mi	Kalkaska County Official Statement of Votes Cast -2nd copy  with Judicial.pdf	https://raw.githubusercontent.com/openelections/openelections-sources-mi/master/2024/general/Kalkaska%20County%20Official%20Statement%20of%20Votes%20Cast%20-2nd%20copy%20%20with%20Judicial.pdf	pdf?	?	sovc,multi-part,county-original
openelections-sources-mi	Kalkaska County Official Statement of Votes Cast -2nd copy  with Judicial.xlsx	https://raw.githubusercontent.com/openelections/openelections-sources-mi/master/2024/general/Kalkaska%20County%20Official%20Statement%20of%20Votes%20Cast%20-2nd%20copy%20%20with%20Judicial.xlsx	xlsx	?	sovc,multi-part,county-original
openelections-sources-mi	Kalkaska Election Reports 11-5-2024 #1.pdf	https://raw.githubusercontent.com/openelections/openelections-sources-mi/master/2024/general/Kalkaska%20Election%20Reports%2011-5-2024%20%231.pdf	pdf?	?	multi-part,county-original
openelections-sources-mi	Kalkaska Election Reports 11-5-2024 #1.xlsx	https://raw.githubusercontent.com/openelections/openelections-sources-mi/master/2024/general/Kalkaska%20Election%20Reports%2011-5-2024%20%231.xlsx	xlsx	?	multi-part,county-original
openelections-sources-mi	Kalkaska Election Reports 11-5-2024 #2.xlsx	https://raw.githubusercontent.com/openelections/openelections-sources-mi/master/2024/general/Kalkaska%20Election%20Reports%2011-5-2024%20%232.xlsx	xlsx	?	multi-part,county-original
openelections-sources-mi	Lenawee MI OFFICIAL_StatementOfVotesCastRPT.xlsx	https://raw.githubusercontent.com/openelections/openelections-sources-mi/master/2024/general/Lenawee%20MI%20OFFICIAL_StatementOfVotesCastRPT.xlsx	xlsx	?	county-original
openelections-sources-mi	Mackinac MI Statement-of-Votes-Cast-Closed-Primary-Nov-11-2024.pdf	https://raw.githubusercontent.com/openelections/openelections-sources-mi/master/2024/general/Mackinac%20MI%20Statement-of-Votes-Cast-Closed-Primary-Nov-11-2024.pdf	pdf?	?	primary,county-original
openelections-sources-mi	Mason MI Precinct Results.pdf	https://raw.githubusercontent.com/openelections/openelections-sources-mi/master/2024/general/Mason%20MI%20Precinct%20Results.pdf	pdf?	precinct	county-original
openelections-sources-mi	Mecosta MI Nov 2024 Statement of Votes Cast Official.xlsx	https://raw.githubusercontent.com/openelections/openelections-sources-mi/master/2024/general/Mecosta%20MI%20Nov%202024%20Statement%20of%20Votes%20Cast%20Official.xlsx	xlsx	?	sovc,county-original
openelections-sources-mi	Montcalm MI County Canvass.pdf	https://raw.githubusercontent.com/openelections/openelections-sources-mi/master/2024/general/Montcalm%20MI%20County%20Canvass.pdf	pdf?	?	canvass,county-original
openelections-sources-mi	Montcalm MI County Canvass.xlsx	https://raw.githubusercontent.com/openelections/openelections-sources-mi/master/2024/general/Montcalm%20MI%20County%20Canvass.xlsx	xlsx	?	canvass,county-original
openelections-sources-mi	Montcalm MI State Canvass.xlsx	https://raw.githubusercontent.com/openelections/openelections-sources-mi/master/2024/general/Montcalm%20MI%20State%20Canvass.xlsx	xlsx	?	canvass,county-original
openelections-sources-mi	Montmorency MI canvass_official_vote_totals_november_2024.pdf	https://raw.githubusercontent.com/openelections/openelections-sources-mi/master/2024/general/Montmorency%20MI%20canvass_official_vote_totals_november_2024.pdf	pdf?	?	canvass,county-original
openelections-sources-mi	Montmorency MI canvass_official_vote_totals_november_2024.xlsx	https://raw.githubusercontent.com/openelections/openelections-sources-mi/master/2024/general/Montmorency%20MI%20canvass_official_vote_totals_november_2024.xlsx	xlsx	?	canvass,county-original
openelections-sources-mi	Newaygo MI 2024 general.xlsx	https://raw.githubusercontent.com/openelections/openelections-sources-mi/master/2024/general/Newaygo%20MI%202024%20general.xlsx	xlsx	?	county-original
openelections-sources-mi	Otsego MI Official Statement of Votes Cast part 1, precinct by precinct.pdf	https://raw.githubusercontent.com/openelections/openelections-sources-mi/master/2024/general/Otsego%20MI%20Official%20Statement%20of%20Votes%20Cast%20part%201%2C%20precinct%20by%20precinct.pdf	pdf?	precinct	sovc,multi-part,county-original
openelections-sources-mi	Otsego MI Official Statement of Votes Cast part 1, precinct by precinct.xlsx	https://raw.githubusercontent.com/openelections/openelections-sources-mi/master/2024/general/Otsego%20MI%20Official%20Statement%20of%20Votes%20Cast%20part%201%2C%20precinct%20by%20precinct.xlsx	xlsx	precinct	sovc,multi-part,county-original
openelections-sources-mi	Otsego MI Official Statement of Votes Cast part 2, precinct by precinct.xlsx	https://raw.githubusercontent.com/openelections/openelections-sources-mi/master/2024/general/Otsego%20MI%20Official%20Statement%20of%20Votes%20Cast%20part%202%2C%20precinct%20by%20precinct.xlsx	xlsx	precinct	sovc,multi-part,county-original
openelections-sources-mi	St. Clair MI November 2024 Statement of Votes Summary.pdf	https://raw.githubusercontent.com/openelections/openelections-sources-mi/master/2024/general/St.%20Clair%20MI%20November%202024%20Statement%20of%20Votes%20Summary.pdf	pdf?	?	summary-report,sovc,county-original
openelections-sources-pa	2024 Adams County, PA Precinct-Summary-General-2024.pdf	https://raw.githubusercontent.com/openelections/openelections-sources-pa/master/2024/general/2024%20Adams%20County%2C%20PA%20Precinct-Summary-General-2024.pdf	pdf?	precinct	summary-report,vendor-normalized
openelections-sources-pa	2024 Allegheny County, PA precinct-level results.xls	https://raw.githubusercontent.com/openelections/openelections-sources-pa/master/2024/general/2024%20Allegheny%20County%2C%20PA%20precinct-level%20results.xls	xls?	precinct	vendor-normalized
openelections-sources-pa	2024 Armstrong County, PA precinct-level results.zip	https://raw.githubusercontent.com/openelections/openelections-sources-pa/master/2024/general/2024%20Armstrong%20County%2C%20PA%20precinct-level%20results.zip	zip	precinct	vendor-normalized
openelections-sources-pa	2024 Armstrong PA general.pdf	https://raw.githubusercontent.com/openelections/openelections-sources-pa/master/2024/general/2024%20Armstrong%20PA%20general.pdf	pdf?	?	vendor-normalized
openelections-sources-pa	2024 Beaver County, PA precinct-level results.pdf	https://raw.githubusercontent.com/openelections/openelections-sources-pa/master/2024/general/2024%20Beaver%20County%2C%20PA%20precinct-level%20results.pdf	pdf?	precinct	vendor-normalized
openelections-sources-pa	2024 Cambria County, PA precinct-level results.xls	https://raw.githubusercontent.com/openelections/openelections-sources-pa/master/2024/general/2024%20Cambria%20County%2C%20PA%20precinct-level%20results.xls	xls?	precinct	vendor-normalized
openelections-sources-pa	2024 Chester County, PA precinct-level results.xlsx	https://raw.githubusercontent.com/openelections/openelections-sources-pa/master/2024/general/2024%20Chester%20County%2C%20PA%20precinct-level%20results.xlsx	xlsx	precinct	vendor-normalized
openelections-sources-pa	2024 Erie County, PA precinct-level results.xlsx	https://raw.githubusercontent.com/openelections/openelections-sources-pa/master/2024/general/2024%20Erie%20County%2C%20PA%20precinct-level%20results.xlsx	xlsx	precinct	vendor-normalized
openelections-sources-pa	2024 Fayette County, PA precinct-level results.xls	https://raw.githubusercontent.com/openelections/openelections-sources-pa/master/2024/general/2024%20Fayette%20County%2C%20PA%20precinct-level%20results.xls	xls?	precinct	vendor-normalized
openelections-sources-pa	2024 Lebanon County, PA precinct-level results.zip	https://raw.githubusercontent.com/openelections/openelections-sources-pa/master/2024/general/2024%20Lebanon%20County%2C%20PA%20precinct-level%20results.zip	zip	precinct	vendor-normalized
openelections-sources-pa	2024 Lehigh County, PA precinct-level results.csv	https://raw.githubusercontent.com/openelections/openelections-sources-pa/master/2024/general/2024%20Lehigh%20County%2C%20PA%20precinct-level%20results.csv	csv	precinct	vendor-normalized
openelections-sources-pa	2024 Monroe County, PA precinct-level results.xlsx	https://raw.githubusercontent.com/openelections/openelections-sources-pa/master/2024/general/2024%20Monroe%20County%2C%20PA%20precinct-level%20results.xlsx	xlsx	precinct	vendor-normalized
openelections-sources-pa	2024 Philadelphia County, PA precinct-level results.csv	https://raw.githubusercontent.com/openelections/openelections-sources-pa/master/2024/general/2024%20Philadelphia%20County%2C%20PA%20precinct-level%20results.csv	csv	precinct	vendor-normalized
openelections-sources-pa	2024 Philadelphia County, PA precinct-level results.xlsx	https://raw.githubusercontent.com/openelections/openelections-sources-pa/master/2024/general/2024%20Philadelphia%20County%2C%20PA%20precinct-level%20results.xlsx	xlsx	precinct	vendor-normalized
openelections-sources-pa	2024 Pike County, PA precinct-level results.xls	https://raw.githubusercontent.com/openelections/openelections-sources-pa/master/2024/general/2024%20Pike%20County%2C%20PA%20precinct-level%20results.xls	xls?	precinct	vendor-normalized
openelections-sources-pa	2024 Schuylkill County, PA precinct-level results.zip	https://raw.githubusercontent.com/openelections/openelections-sources-pa/master/2024/general/2024%20Schuylkill%20County%2C%20PA%20precinct-level%20results.zip	zip	precinct	vendor-normalized
openelections-sources-pa	2024 Union County, PA precinct-level results.zip	https://raw.githubusercontent.com/openelections/openelections-sources-pa/master/2024/general/2024%20Union%20County%2C%20PA%20precinct-level%20results.zip	zip	precinct	vendor-normalized
openelections-sources-pa	2024 Washington County, PA precinct-level results.xls	https://raw.githubusercontent.com/openelections/openelections-sources-pa/master/2024/general/2024%20Washington%20County%2C%20PA%20precinct-level%20results.xls	xls?	precinct	vendor-normalized
openelections-sources-pa	2024 Westmoreland County, PA election-level results.xls	https://raw.githubusercontent.com/openelections/openelections-sources-pa/master/2024/general/2024%20Westmoreland%20County%2C%20PA%20election-level%20results.xls	xls?	?	vendor-normalized
openelections-sources-pa	Bradford PA SOVC_Nov_13_2024_09_16_55FINAL.txt	https://raw.githubusercontent.com/openelections/openelections-sources-pa/master/2024/general/Bradford%20PA%20SOVC_Nov_13_2024_09_16_55FINAL.txt	txt	?	sovc,county-original
openelections-sources-pa	Bradford PA SOVC_Nov_13_2024_09_16_55FINAL.xlsx	https://raw.githubusercontent.com/openelections/openelections-sources-pa/master/2024/general/Bradford%20PA%20SOVC_Nov_13_2024_09_16_55FINAL.xlsx	xlsx	?	sovc,county-original
openelections-sources-pa	Elk PA GeneralPSummary2024.pdf	https://raw.githubusercontent.com/openelections/openelections-sources-pa/master/2024/general/Elk%20PA%20GeneralPSummary2024.pdf	pdf?	?	summary-report,county-original
openelections-sources-pa	Montour PA 5-November-2024-Official-Precinct-Summary.pdf	https://raw.githubusercontent.com/openelections/openelections-sources-pa/master/2024/general/Montour%20PA%205-November-2024-Official-Precinct-Summary.pdf	pdf?	precinct	summary-report,county-original
openelections-sources-pa	Northampton PA GE24 Precinct Level Summary Results_1290.pdf	https://raw.githubusercontent.com/openelections/openelections-sources-pa/master/2024/general/Northampton%20PA%20GE24%20Precinct%20Level%20Summary%20Results_1290.pdf	pdf?	precinct	summary-report,county-original
openelections-sources-pa	Snyder PA Official-Precinct-Summary-With-Group-Detail-11.15.2024.pdf	https://raw.githubusercontent.com/openelections/openelections-sources-pa/master/2024/general/Snyder%20PA%20Official-Precinct-Summary-With-Group-Detail-11.15.2024.pdf	pdf?	precinct	summary-report,county-original
openelections-sources-pa	Bedford PA OfficialElectionSummaryDistrictReportRPT.pdf	https://raw.githubusercontent.com/openelections/openelections-sources-pa/master/2024/primary/Bedford%20PA%20OfficialElectionSummaryDistrictReportRPT.pdf	pdf?	district	primary,summary-report,county-original
openelections-sources-ca	2024 Alameda County, CA district-level results.xlsx	https://raw.githubusercontent.com/openelections/openelections-sources-ca/master/2024/general/2024%20Alameda%20County%2C%20CA%20district-level%20results.xlsx	xlsx	district	vendor-normalized
openelections-sources-ca	2024 El Dorado County, CA district-level results.xlsx	https://raw.githubusercontent.com/openelections/openelections-sources-ca/master/2024/general/2024%20El%20Dorado%20County%2C%20CA%20district-level%20results.xlsx	xlsx	district	vendor-normalized
openelections-sources-ca	2024 Monterey County, CA district-level results.xlsx	https://raw.githubusercontent.com/openelections/openelections-sources-ca/master/2024/general/2024%20Monterey%20County%2C%20CA%20district-level%20results.xlsx	xlsx	district	vendor-normalized
openelections-sources-ca	2024 San Francisco, CA district-level results.xlsx	https://raw.githubusercontent.com/openelections/openelections-sources-ca/master/2024/general/2024%20San%20Francisco%2C%20CA%20district-level%20results.xlsx	xlsx	district	vendor-normalized
fixtures	sf-xlsx-sheet2.xlsx	fixtures/sf-xlsx-sheet2.xlsx	xlsx	precinct	candidate-columns,clean
fixtures	alameda-district-xlsx-sheet5.xlsx	fixtures/alameda-district-xlsx-sheet5.xlsx	xlsx	district	district-grain
fixtures	santa-clara-xls-sheets2-3.xls	fixtures/santa-clara-xls-sheets2-3.xls	xls_xml	precinct	xml-spreadsheetml
fixtures	alameda-sov-pdf-p1-p101.pdf	fixtures/alameda-sov-pdf-p1-p101.pdf	vector_pdf	precinct	rotated-headers-ccw
fixtures	glenn-pdf-p15.pdf	fixtures/glenn-pdf-p15.pdf	vector_pdf	precinct	rotated-headers-cw
fixtures	amador-pdf-p5-p7-p10-p30.pdf	fixtures/amador-pdf-p5-p7-p10-p30.pdf	vector_pdf	precinct	landscape,side-by-side
fixtures	humboldt-p1-p2.pdf	fixtures/humboldt-p1-p2.pdf	vector_pdf	precinct	no-vlines,stacked-contests
fixtures	sac-p84.pdf	fixtures/sac-p84.pdf	vector_pdf	precinct	single-page
